v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie
16106|06053|00008,16106,6053,8,06053-00008,TRUE,200,SAN MIGUEL,PASAJE 1 5945 V STA FE ,-33.513032,-70.639326,15662955,0,15662955,0,0,0,144871,PASAJE 1 5945 V STA FE,15431482,15431482,0,FALSE,,0,U,H,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",HBB040,, 130 - 270  m²,,144.88,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127551371,6053,8,347745.2013,6290633.113,130 - 270,0,PREDIOS_NACIONAL,URBANA,13890,2_nearest_0.5m,49.7464228,0,H,15431482,15431482,45,U,PASAJE 1 5945 V STA FE,0,0,0,0,0,0,0,0,0,1,47,1978,1978,C,4,2,FALSE
16106|05538|00018,16106,5538,18,05538-00018,TRUE,200,SAN MIGUEL,ESMERALDA 5672 ,-33.508285,-70.643308,46710768,0,46710768,0,0,0,144871,ESMERALDA 5672,46020458,46020458,0,FALSE,,0,U,H,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",HBB040,, 130 - 270  m²,,144.88,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127548957,5538,18,347367.0652,6291153.642,130 - 270,0,PREDIOS_NACIONAL,URBANA,10396,1_contains,532.5006871,0,H,46020458,46020458,349,U,ESMERALDA 5672,0,0,0,0,0,0,0,0,0,3,96,1935,1935,C|F|GE,3|4,1,FALSE
16106|05063|00026,16106,5063,26,05063-00026,TRUE,200,SAN MIGUEL,PASAJE D 5148 MUNISAGA,-33.498532,-70.663945,22423554,0,22423554,0,0,0,203900,PASAJE D 5148,22092170,22092170,0,FALSE,,0,U,H,,HMM028,0,14,2022,0,0,50 - 260,345508.1177,6291996.631,161631,SAN MIGUEL,HMM028,XIII Región Metropolitana,0,1,0,0,0,0,19,0,0,"9,05 UF",HMM028,, 50 - 260  m²,,203.9,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMM028,SAN MIGUEL,XIII Región Metropolitana,0,1,0,0,0,0,19,0,0,"9,05 UF",PRIMER SEMESTRE DE 2026,16106,127551521,5063,26,345432.6584,6292204.597,50 - 260,0,PREDIOS_NACIONAL,URBANA,5895,1_contains,76.22435751,0,H,22092170,22092170,53,U,PASAJE D 5148,0,0,0,0,0,0,0,0,0,2,71,1962,1979,C,4,2,FALSE
16106|05730|00010,16106,5730,10,05730-00010,TRUE,200,SAN MIGUEL,SAO PAULO 537 PB BRASILIA,-33.511035,-70.639828,51293536,0,51293536,0,0,0,156136,SAO PAULO 537,50535501,50535501,0,FALSE,,0,U,H,,HBB061,0,14,2022,0,0,150 - 190,347562.0251,6291052.229,123768,SAN MIGUEL,HBB061,XIII Región Metropolitana,0,1,0,0,0,1,45,0,1,"6,93 UF",HBB061,, 150 - 190  m²,,156.14,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB061,SAN MIGUEL,XIII Región Metropolitana,0,1,0,0,0,1,45,0,1,"6,93 UF",PRIMER SEMESTRE DE 2026,16106,127542523,5730,10,347695.0945,6290853.855,150 - 190,0,PREDIOS_NACIONAL,URBANA,12657,1_contains,291.0789793,0,H,50535501,50535501,225,U,SAO PAULO 537,0,0,0,0,0,0,0,0,0,1,81,1973,1973,C,4,1,FALSE
16106|02946|00025,16106,2946,25,02946-00025,TRUE,200,SAN MIGUEL,M AUXILIADORA 924 ,-33.488403,-70.647912,40055193,0,40055193,0,0,0,184750,M AUXILIADORA 924,39463242,39463242,0,FALSE,,0,U,H,,HBB021,0,14,2022,0,0,100 - 360,347273.2335,6292633.425,146450,SAN MIGUEL,HBB021,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",HBB021,, 100 - 360  m²,,184.75,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB021,SAN MIGUEL,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",PRIMER SEMESTRE DE 2026,16106,127531873,2946,25,346904.3167,6293351.585,100 - 360,0,PREDIOS_NACIONAL,URBANA,2187,1_contains,267.5430373,0,H,39463242,39463242,197,U,M AUXILIADORA 924,0,0,0,0,0,0,0,0,0,1,116,1920,1920,F,3,1,FALSE
16106|05282|00009,16106,5282,9,05282-00009,TRUE,200,SAN MIGUEL,PASAJE 7 5415 DP 2 B ,,,10819126,0,10819126,0,0,0,,PASAJE 7 5415 DP 2 B,10659237,10659237,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,10659237,10659237,0,U,PASAJE 7 5415 DP 2 B,0,0,0,0,0,0,0,0,0,1,50,1960,1960,B,4,4,FALSE
16106|05836|00004,16106,5836,4,05836-00004,TRUE,200,SAN MIGUEL,C MONDACA 645 ,-33.512188,-70.643082,38803478,0,38803478,0,0,0,144871,C MONDACA 645,38230026,38230026,0,FALSE,,0,U,H,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",HBB040,, 130 - 270  m²,,144.88,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127539885,5836,4,347394.8712,6290721.214,130 - 270,0,PREDIOS_NACIONAL,URBANA,13507,1_contains,329.5031876,0,H,38230026,38230026,242,U,C MONDACA 645,0,0,0,0,0,0,0,0,0,2,65,1960,1960,C|E,5,1,FALSE
16106|05171|00020,16106,5171,20,05171-00020,TRUE,200,SAN MIGUEL,PASAJE G 5246 DP C M MUNIZAGA,,,13199333,0,13199333,0,0,0,,PASAJE G 5246 DP C,13004268,13004268,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,13004268,13004268,0,U,PASAJE G 5246 DP C,0,0,0,0,0,0,0,0,0,1,61,1960,1960,B,4,4,FALSE
16106|05056|00026,16106,5056,26,05056-00026,TRUE,200,SAN MIGUEL,CARLOS EDWARDS 1445 ,-33.499436,-70.661861,51522178,0,51522178,0,0,0,228909,CARLOS EDWARDS 1445,50760763,50760763,0,FALSE,,0,U,H,,HBB026,0,14,2022,0,0,70 - 400,345695.1948,6292230.486,181455,SAN MIGUEL,HBB026,XIII Región Metropolitana,277,6,277,1,1,0,14,932,1,"10,16 UF",HBB026,, 70 - 400  m²,,228.91,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB026,SAN MIGUEL,XIII Región Metropolitana,277,6,277,1,1,0,14,932,1,"10,16 UF",PRIMER SEMESTRE DE 2026,16106,127528955,5056,26,345627.8944,6292107.449,70 - 400,0,PREDIOS_NACIONAL,URBANA,6289,1_contains,258.093,0,H,50760763,50760763,200,U,CARLOS EDWARDS 1445,0,0,0,0,0,0,0,0,0,2,51,1968,1968,C|E,5,1,FALSE
16106|05061|00022,16106,5061,22,05061-00022,TRUE,200,SAN MIGUEL,PASAJE O 1556 ,-33.49855,-70.663176,22569914,0,22569914,0,0,0,203900,PASAJE O 1556,22236367,22236367,0,FALSE,,0,U,H,,HMM028,0,14,2022,0,0,50 - 260,345508.1177,6291996.631,161631,SAN MIGUEL,HMM028,XIII Región Metropolitana,0,1,0,0,0,0,19,0,0,"9,05 UF",HMM028,, 50 - 260  m²,,203.9,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMM028,SAN MIGUEL,XIII Región Metropolitana,0,1,0,0,0,0,19,0,0,"9,05 UF",PRIMER SEMESTRE DE 2026,16106,127530859,5061,22,345504.1709,6292203.743,50 - 260,0,PREDIOS_NACIONAL,URBANA,5912,1_contains,81.57343524,0,H,22236367,22236367,55,U,PASAJE O 1556,0,0,0,0,0,0,0,0,0,2,70,1962,1978,C,4,2,FALSE
16106|05177|00009,16106,5177,9,05177-00009,TRUE,200,SAN MIGUEL,PASAJE H 5272 DP B ,,,12766569,0,12766569,0,0,0,,PASAJE H 5272 DP B,12577899,12577899,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,12577899,12577899,0,U,PASAJE H 5272 DP B,0,0,0,0,0,0,0,0,0,1,59,1960,1960,B,4,4,FALSE
16106|05192|00003,16106,5192,3,05192-00003,TRUE,200,SAN MIGUEL,PJ OCHO 5280 DP C ,,,11035508,0,11035508,0,0,0,,PJ OCHO 5280 DP C,10872421,10872421,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,10872421,10872421,0,U,PJ OCHO 5280 DP C,0,0,0,0,0,0,0,0,0,1,51,1960,1960,B,4,4,FALSE
16106|05947|00005,16106,5947,5,05947-00005,TRUE,200,SAN MIGUEL,STA FE 903 ,-33.510831,-70.652646,51615189,0,51615189,0,0,0,144871,STA FE 903,50852400,50852400,0,FALSE,,0,U,H,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",HBB040,, 130 - 270  m²,,144.88,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127551645,5947,5,346504.1122,6290857.581,130 - 270,0,PREDIOS_NACIONAL,URBANA,12482,1_contains,295.3582415,0,H,50852400,50852400,231,U,STA FE 903,0,0,0,0,0,0,0,0,0,1,77,1982,1982,C,4,1,FALSE
16106|05276|00014,16106,5276,14,05276-00014,TRUE,200,SAN MIGUEL,PJ SEIS 5416 DP 3 D ,,,10819126,0,10819126,0,0,0,,PJ SEIS 5416 DP 3 D,10659237,10659237,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,10659237,10659237,0,U,PJ SEIS 5416 DP 3 D,0,0,0,0,0,0,0,0,0,1,50,1960,1960,B,4,4,FALSE
16106|05064|00002,16106,5064,2,05064-00002,TRUE,200,SAN MIGUEL,PASAJE D 5139 SN MIGUEL,-33.498391,-70.664136,24258784,0,24258784,0,0,0,203900,PASAJE D 5139,23900278,23900278,0,FALSE,,0,U,H,,HMM028,0,14,2022,0,0,50 - 260,345508.1177,6291996.631,161631,SAN MIGUEL,HMM028,XIII Región Metropolitana,0,1,0,0,0,0,19,0,0,"9,05 UF",XBB027,HMM028, 160 - 605  m², 50 - 260  m²,204.36,203.9,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMM028,SAN MIGUEL,XIII Región Metropolitana,0,1,0,0,0,0,19,0,0,"9,05 UF",PRIMER SEMESTRE DE 2026,16106,127540475,5064,2,345414.7249,6292219.935,50 - 260,0,PREDIOS_NACIONAL,URBANA,5830,1_contains,81.75173783,0,H,23900278,23900278,53,U,PASAJE D 5139,0,0,0,0,0,0,0,0,0,2,80,1962,1979,C,4,2,FALSE
16106|05284|00010,16106,5284,10,05284-00010,TRUE,200,SAN MIGUEL,PJ OCHO 5416 DP 2 E MIGUEL MUNIZAGA,,,13632098,0,13632098,0,0,0,,PJ OCHO 5416 DP 2 E,13430638,13430638,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,13430638,13430638,0,U,PJ OCHO 5416 DP 2 E,0,0,0,0,0,0,0,0,0,1,63,1960,1960,B,4,4,FALSE
16106|05754|00033,16106,5754,33,05754-00033,TRUE,200,SAN MIGUEL,3A TRANSVERSAL 5880 ATACAMA,-33.50652,-70.662072,89475619,29444909,60030710,0,0,0,262029,3A TRANSVERSAL 5880,88153314,59143557,0,FALSE,,0,U,H,,HMB036,0,14,2022,0,0,200 - 650,345609.0393,6291151.543,207709,SAN MIGUEL,HMB036,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",HMB036,, 200 - 650  m²,,262.03,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB036,SAN MIGUEL,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",PRIMER SEMESTRE DE 2026,16106,127541889,5754,33,345620.8362,6291321.66,200 - 650,0,PREDIOS_NACIONAL,URBANA,9390,1_contains,381.5675441,0,H,88153314,59143557,256,U,3A TRANSVERSAL 5880,0,0,0,0,0,0,0,0,0,2,133,1947,1948,C|GE,3,1,FALSE
16106|05746|00025,16106,5746,25,05746-00025,TRUE,200,SAN MIGUEL,VARGAS BUSTON 806 C MENA,-33.508897,-70.649645,156225624,156225624,0,0,0,0,233866,VARGAS BUSTON 806,153916862,0,410574,FALSE,,0,U,C,,HMB038,0,14,2022,0,0,40 - 1.200,346716.5827,6291229.685,185384,SAN MIGUEL,HMB038,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",HMB038,, 40 - 1.200  m²,,233.87,,COMERCIO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB038,SAN MIGUEL,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",PRIMER SEMESTRE DE 2026,16106,127543779,5746,25,346779.4112,6291076.454,40 - 1.200,0,PREDIOS_NACIONAL,URBANA,10881,1_contains,334.5848114,821148,C,153916862,0,246,U,VARGAS BUSTON 806,0,0,0,0,0,0,0,0,0,5,475,1930,1998,C|G,4,2,FALSE
16106|00842|00006,16106,842,6,00842-00006,TRUE,200,SAN MIGUEL,VALENZUELA 2643 ,-33.479626,-70.642686,55552674,0,55552674,0,0,0,194438,VALENZUELA 2643,54731695,54731695,0,FALSE,,0,U,H,,XBB002,0,14,2022,0,0,70 - 540,347191.8571,6294186.226,154130,SAN MIGUEL,XBB002,XIII Región Metropolitana,350,8,279,7,1,1,17,439,4,"8,63 UF",XBB002,, 70 - 540  m²,,194.44,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350,8,279,7,1,1,17,439,4,"8,63 UF",PRIMER SEMESTRE DE 2026,16106,127530577,842,6,347374.4802,6294332.514,70 - 540,0,PREDIOS_NACIONAL,URBANA,532,1_contains,303.7384632,0,H,54731695,54731695,210,U,VALENZUELA 2643,0,0,0,0,0,0,0,0,0,1,100,1930,1930,C,4,1,FALSE
16106|01852|00023,16106,1852,23,01852-00023,TRUE,200,SAN MIGUEL,ARCADIA 1336 ,-33.480142,-70.650794,70769528,10738818,60030710,0,0,0,259551,ARCADIA 1336,69723669,59143557,0,FALSE,,0,U,H,,HMB005,0,14,2022,0,0,180 - 440,346139.5426,6293828.608,205745,SAN MIGUEL,HMB005,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",HMB005,, 180 - 440  m²,,259.56,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",PRIMER SEMESTRE DE 2026,16106,127538245,1852,23,346621.9716,6294263.369,180 - 440,0,PREDIOS_NACIONAL,URBANA,711,1_contains,359.2797202,0,H,69723669,59143557,253,U,ARCADIA 1336,0,0,0,0,0,0,0,0,0,2,128,1905,1998,E|F,3|4,1,FALSE
16106|05165|00016,16106,5165,16,05165-00016,TRUE,200,SAN MIGUEL,PASAJE 2 5301 DP 404 M MUNIZAGA,,,14930393,0,14930393,0,0,0,,PASAJE 2 5301 DP 404,14709746,14709746,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,14709746,14709746,0,U,PASAJE 2 5301 DP 404,0,0,0,0,0,0,0,0,0,1,69,1960,1960,B,4,4,FALSE
16106|01752|00296,16106,1752,296,01752-00296,TRUE,200,SAN MIGUEL,C VALDOVINOS 1216 A L G 17 ,-33.479857,-70.64938,4519954,4519954,0,0,0,0,442048,C VALDOVINOS 1216 A L G 17,4453157,0,11880,FALSE,,0,U,C,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",XMB068,, 260 - 1.670  m²,,442.05,,COMERCIO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106,127550997,1752,90040,346752.8871,6294297.057,,0,PREDIOS_NACIONAL,URBANA,678,1_contains,5085.813945,23760,C,4453157,0,0,U,C VALDOVINOS 1216 A L G 17,16106,1752,90040,0,0,0,0,0,0,1,4,1984,1984,A,4,1,FALSE
16106|02152|00626,16106,2152,626,02152-00626,TRUE,200,SAN MIGUEL,LLANO SUBERCASEAUX 3089 BX 59 ,-33.482797,-70.650178,7236859,7236859,0,0,0,0,442048,LLANO SUBERCASEAUX 3089 BX 59,7129910,0,19020,FALSE,,0,U,Z,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",XMB068,, 260 - 1.670  m²,,442.05,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106,127526787,2152,90453,346683.9337,6293969.831,,0,PREDIOS_NACIONAL,URBANA,1259,1_contains,2715.370153,38040,Z,7129910,0,0,U,LLANO SUBERCASEAUX 3089 BX 59,16106,2152,90453,0,0,0,0,0,0,1,12,1999,1999,GA,3,1,FALSE
16106|05282|00016,16106,5282,16,05282-00016,TRUE,200,SAN MIGUEL,PASAJE 7 5415 DP 4 E SAN MIGUEL,,,13632098,0,13632098,0,0,0,,PASAJE 7 5415 DP 4 E,13430638,13430638,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,13430638,13430638,0,U,PASAJE 7 5415 DP 4 E,0,0,0,0,0,0,0,0,0,1,63,1960,1960,B,4,4,FALSE
16106|04248|00554,16106,4248,554,04248-00554,TRUE,200,SAN MIGUEL,GRAN AVENIDA 4310 DP 1112 ,-33.494006,-70.651071,92626119,32595409,60030710,0,0,0,293572,GRAN AVENIDA 4310 DP 1112,91257254,59143557,0,FALSE,,2021,U,H,,CMB065,,,,,,,,,,SAN MIGUEL,CMB065,XIII Región Metropolitana,21,1,22,0,9,0,0,40,0,"13,03 UF",CMB065,, 110 - 1.170  m²,,293.58,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,CMB065,SAN MIGUEL,XIII Región Metropolitana,21,1,22,0,9,0,0,40,0,"13,03 UF",PRIMER SEMESTRE DE 2026,16106,127529951,4248,90243,346620.7419,6292725.569,,0,PREDIOS_NACIONAL,URBANA,4075,1_contains,12613.30357,0,H,91257254,59143557,0,U,GRAN AVENIDA 4310 DP 1112,16106,4248,90243,0,0,0,0,0,0,1,79,2006,2006,B,3,18,FALSE
16106|06034|00021,16106,6034,21,06034-00021,TRUE,200,SAN MIGUEL,STA FE 530 V ESTER,-33.513919,-70.638677,48852482,0,48852482,0,0,0,144871,STA FE 530,48130521,48130521,0,FALSE,,1992,U,H,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",XBB050,HBB040, 760 - 3.150  m², 130 - 270  m²,109.95,144.88,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127543619,6034,21,347807.0537,6290535.742,130 - 270,0,PREDIOS_NACIONAL,URBANA,14331,1_contains,256.4882767,0,H,48130521,48130521,252,U,STA FE 530,0,0,0,0,0,0,0,0,0,2,68,1973,1984,C|E,4|5,1,FALSE
16106|05266|00017,16106,5266,17,05266-00017,TRUE,200,SAN MIGUEL,PASAJE 2 5420 DP A MUNIZAGA,,,11901038,0,11901038,0,0,0,,PASAJE 2 5420 DP A,11725160,11725160,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,11725160,11725160,0,U,PASAJE 2 5420 DP A,0,0,0,0,0,0,0,0,0,1,55,1960,1960,B,4,4,FALSE
16106|05952|00114,16106,5952,114,05952-00114,TRUE,200,SAN MIGUEL,GRAN AVENIDA 6027 E DP 31 ,-33.509988,-70.657638,47877326,0,47877326,0,0,0,527213,GRAN AVENIDA 6027 E DP 31,47169777,47169777,0,FALSE,,2000,U,H,,CMB064,,,,,,,,,,SAN MIGUEL,CMB064,XIII Región Metropolitana,8,13,19,0,0,1,2,20,0,"19,8 UF",CMB064,CMB071, 330 - 1.220  m², 20 - 40  m²,446.11,527.22,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,CMB064,SAN MIGUEL,XIII Región Metropolitana,8,13,19,0,0,1,2,20,0,"19,8 UF",PRIMER SEMESTRE DE 2026,16106,127548933,5952,90043,346038.9169,6290943.658,,0,PREDIOS_NACIONAL,URBANA,11889,1_contains,5812.575305,0,H,47169777,47169777,0,U,GRAN AVENIDA 6027 E DP 31,16106,5952,90043,0,0,0,0,0,0,1,58,1981,1981,C,3,3,FALSE
16106|06054|00010,16106,6054,10,06054-00010,TRUE,200,SAN MIGUEL,PASAJE 4 538 ,-33.51356,-70.638489,18829727,0,18829727,0,0,0,144871,PASAJE 4 538,18551454,18551454,0,FALSE,,0,U,H,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",HBB040,, 130 - 270  m²,,144.88,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127549819,6054,10,347823.9359,6290575.813,130 - 270,0,PREDIOS_NACIONAL,URBANA,14211,2_nearest_0.2m,75.95690363,0,H,18551454,18551454,68,U,PASAJE 4 538,0,0,0,0,0,0,0,0,0,1,47,1978,1978,C,4,2,FALSE
